#Wavelength	ele	EP	newloggf	vdwaals	Do	EW
6771.003	27.0	1.88	-3.366	-7.76	nan	20
6771.019	27.0	1.88	-3.314	-7.76	nan	20
6771.035	27.0	1.88	-3.167	-7.76	nan	20
6771.048	27.0	1.88	-2.908	-7.76	nan	20
6771.065	27.0	1.88	-3.103	-7.76	nan	20
6771.084	27.0	1.88	-2.616	-7.76	nan	20
6772.285	822.0	0.35	-0.666	0.000	6.94	0.00
6772.315	28.0	3.66	-0.956	-7.234	nan	49.50
6785.751	26.0	4.58	-2.356	-7.770	nan	5.00
6785.768	822.0	0.42	-0.271	0.000	6.94	0.00
6785.850	26.0	4.08	-3.659	-7.800	nan	0.80
6786.010	24.0	4.10	-1.774	-7.700	nan	2.0
6786.178	606.0	0.94	-5.139	0.000	6.25	4.00
6786.230	24.0	5.94	-0.200	-7.330	nan	2.0
6786.183	112.0	0.96	-1.745	0.000	1.34	4.00
6786.219	822.0	0.59	0.661	0.000	6.94	1.90
6786.425	26.0	3.24	-3.629	-7.820	nan	5.30
6786.858	26.0	4.19	-1.927	-7.152	nan	23.50
8491.279	607.0	0.79	-1.149	0.000	7.63	3.0
8492.077	14.0	5.86	-2.077	-7.230	nan	7.90
8493.406	607.0	0.81	-1.129	0.0	7.63	3.0
8493.794	26.0	4.96	-1.725	-7.57	nan	10.4
8493.820	20.0	5.27	-2.929	-7.230	nan	0.02
8494.450	22.0	1.74	-2.071	-7.800	nan	0.70
8494.592	607.0	0.79	-2.352	0.000	7.63	0.28
8494.642	28.0	5.47	-2.305	-7.260	nan	0.88
8495.322	58.1	0.96	-1.780	0.000	nan	8.40
8495.452	607.0	0.75	-2.718	0.000	7.63	1.80
8495.542	22.0	3.41	-1.250	-7.740	nan	0.00
8495.724	26.0	5.80	-1.474	-7.350	nan	0.00
8496.492	26.0	4.42	-2.562	-7.550	nan	7.80
8496.060	22.0	2.25	-1.230	-6.05	nan	3.0
8496.100	607.0	0.73	-1.555	0.0	7.63	3.0
8496.989	26.0	4.61	-1.130	-7.540	nan	38.40
8497.946	26.0	6.13	-0.165	-7.130	nan	0.52
8498.020	20.1	1.69	-1.429	-7.675	nan	43.57
8498.077	20.1	1.69	-3.605	-7.675	nan	30.76
8498.098	20.1	1.69	-4.286	-7.675	nan	16.34
8498.129	20.1	1.69	-3.097	-7.676	nan	139.42
8498.181	20.1	1.69	-5.814	-7.676	nan	0.34
8498.233	20.1	1.69	-4.144	-7.676	nan	11.08
8498.440	40.0	0.62	-2.220	0.000	nan	0.10
8499.329	26.0	5.83	-0.693	-7.430	nan	9.20
8499.619	22.0	2.25	-2.514	-7.700	nan	1.70
8500.333	26.0	5.79	-1.351	-7.410	nan	5.0
8501.544	14.0	5.87	-1.217	-7.32	nan	31.0
8501.796	28.0	3.85	-1.801	-7.560	nan	7.90
8502.228	14.0	5.87	-0.887	-7.320	nan	48.18
8502.270	28.0	5.31	-1.242	-7.250	nan	0.00
8502.492	607.0	0.81	-1.376	0.0	7.63	5.0
8503.860	607.0	0.75	-2.130	0.000	7.63	2.0
8503.981	607.0	0.73	-1.248	0.000	7.63	4.0
8504.530	607.0	0.89	-0.866	0.000	7.63	4.0
8505.110	607.0	0.77	-0.900	0.000	7.63	4.0
8512.120	607.0	0.73	-1.803	0.000	7.63	0.58
8512.120	26.0	5.85	-1.713	-7.460	nan	1.72
8512.953	26.0	3.02	-4.199	-7.770	nan	3.0
8513.326	607.0	0.79	-2.289	0.000	7.63	6.10
8513.982	607.0	0.84	-2.163	0.000	7.63	0.00
8514.012	26.1	6.80	-4.366	-7.823	nan	0.01
8514.032	607.0	0.78	-3.234	0.000	7.63	0.02
8514.053	607.0	0.82	-1.515	0.000	7.63	0.91
8514.080	26.0	2.20	-2.099	-7.725	nan	114.74
8514.617	607.0	0.91	-0.850	0.000	7.63	3.32
8514.663	57.1	0.93	-1.928	0.000	nan	0.28
8515.044	607.0	0.80	-3.257	0.000	7.63	0.02
8515.047	40.0	2.12	0.373	0.000	nan	0.00
8515.118	26.0	3.02	-1.803	-7.77	nan	82.0
8515.846	607.0	1.00	-1.563	0.000	7.63	7.50
8516.049	822.0	0.63	0.499	0.000	6.94	3.90
8516.056	822.0	0.82	0.575	0.000	6.94	3.90
8517.084	26.0	5.11	-2.282	-7.770	nan	2.32
8517.107	607.0	0.81	-2.665	0.000	7.63	0.07
8524.762	607.0	0.74	-1.064	0.000	7.63	4.5
8525.011	26.0	5.81	-0.880	-7.38	nan	10.21
8525.027	26.0	4.58	-3.177	-7.800	nan	0.97
8525.609	26.0	5.88	-1.301	-7.13	nan	4.0
8525.716	20.0	4.43	-1.032	-6.750	nan	5.0
8525.965	607.0	0.84	-1.130	0.0	7.63	4.3
8526.369	822.0	0.89	0.582	0.000	6.94	4.70
8526.369	822.0	0.67	0.542	0.000	6.94	4.70
8526.369	822.0	0.93	0.573	0.000	6.94	4.70
8526.673	26.0	4.91	-0.466	-7.530	nan	57.7
8526.776	607.0	1.24	-1.575	0.000	7.63	0.30
8526.955	26.0	5.83	-1.138	-7.230	nan	6.40
8526.958	41.0	1.35	-1.560	0.000	nan	0.00
8526.995	607.0	0.79	-2.123	0.000	7.63	0.24
8527.266	14.0	5.62	-3.332	-7.310	nan	0.80
8527.710	26.0	5.97	-3.419	-7.170	nan	0.03
8527.738	607.0	0.86	-2.591	0.000	7.63	0.07
8527.852	26.0	5.02	-1.536	-7.53	nan	13.0
8529.675	607.0	0.860	-0.851	0.000	7.63	5.0
8530.165	607.0	0.77	-0.86	0.0	7.63	6.0
8531.722	607.0	0.766	-1.127	0.000	nan	4.5
8536.145	26.0	5.87	-1.624	-7.260	nan	2.03
8536.163	14.0	6.18	-0.715	-7.13	nan	49.73
8538.017	26.0	4.91	-1.368	-7.53	nan	29.3
8538.175	26.0	2.83	-4.056	-7.790	nan	6.20
8539.342	22.0	2.24	-1.651	-7.710	nan	1.50
8541.872	23.0	2.68	0.223	-7.800	nan	3.90
8542.088	20.1	1.70	-0.476	-7.675	nan	345.60
8547.757	607.0	0.795	-1.127	0.000	7.63	5.0
8548.040	26.0	5.59	-2.287	-7.260	nan	0.82
8548.088	22.0	1.87	-1.299	-7.75	nan	8.38
8548.852	24.0	2.71	-2.166	-7.780	nan	4.80
8549.164	607.0	0.96	-0.962	0.000	7.63	3.5
8550.353	14.0	6.22	-1.605	-7.040	nan	10.70
8550.865	607.0	0.88	-1.100	0.000	7.63	4.0
8554.255	26.0	5.83	-1.534	-7.430	nan	3.4
8554.381	607.0	0.83	-1.819	0.000	7.63	1.1
8555.563	607.0	0.89	-0.667	0.000	7.63	7.0
8556.507	607.0	0.90	-2.049	0.000	7.63	0.30
8556.676	58.1	0.70	-0.570	0.000	nan	4.74
8556.706	22.0	2.27	-3.298	-7.730	nan	0.00
8556.797	14.0	5.87	-0.26	-7.33	nan	105.1
8556.880	607.0	0.92	0.302	0.000	7.63	0.00
8557.057	607.0	1.18	-0.855	0.000	7.63	2.40
8558.595	25.0	5.70	0.191	-7.570	nan	3.60
8559.040	27.0	4.24	-0.339	-7.550	nan	6.00
8559.738	26.0	5.11	-1.798	-7.710	nan	6.70
8560.000	56.0	1.41	0.593	0.000	nan	2.80
8561.605	26.0	5.72	-1.242	-7.330	nan	11.40
8562.104	26.0	4.47	-1.955	-7.550	nan	18.02
8562.133	607.0	1.06	-1.062	0.000	7.63	1.47
8562.364	607.0	0.91	-0.586	0.000	7.63	6.00
8563.827	607.0	0.90	-0.780	0.000	7.63	4.50
8570.659	24.0	5.32	0.523	-7.490	nan	5.10
8571.085	40.0	1.53	-0.367	0.000	nan	3.60
8571.306	14.0	6.19	-1.855	-7.130	nan	4.90
8571.798	822.0	0.63	-0.748	0.000	6.94	0.00
8571.804	26.0	5.01	-1.031	-7.48	nan	31.1
8571.892	16.0	8.70	-2.150	0.000	nan	0.05
8573.219	607.0	0.82	-1.360	0.000	7.63	1.30
8573.336	607.0	0.99	-0.626	0.000	7.63	4.60
8573.533	26.0	5.74	-1.312	-7.330	nan	5.30
8581.661	607.0	1.08	-1.088	0.000	7.63	1.8
8581.786	607.0	0.86	-1.316	0.000	7.63	1.8
8582.269	26.0	2.99	-1.980	-7.78	nan	78.9
8582.771	607.0	1.11	-1.010	0.000	7.63	2.0
8582.890	607.0	0.94	-1.056	0.0	7.5	2.0
8582.906	24.0	5.67	-0.012	-7.510	nan	1.06
8583.322	20.0	4.44	-0.690	-6.750	nan	12.00
8584.093	607.0	0.84	-1.185	0.000	7.63	2.5
8591.175	607.0	0.81	-0.851	0.000	7.63	4.20
8591.490	607.0	0.84	-1.202	0.000	7.63	1.78
8591.530	607.0	1.01	-0.918	0.000	7.63	2.29
8591.530	60.1	1.36	-1.337	0.000	nan	0.20
8592.121	26.0	5.01	-2.160	-7.570	nan	3.80
8592.909	58.1	0.61	-2.765	0.000	nan	0.04
8592.940	607.0	0.82	-1.802	0.000	7.63	0.48
8592.959	26.0	4.96	-0.758	-7.5	nan	53.34
8593.098	822.0	0.72	0.563	0.000	6.94	3.60
8593.138	26.0	5.70	-1.250	-7.290	nan	12.00
8597.050	14.0	6.19	-1.080	-7.130	nan	30.31
8597.089	607.0	0.96	-1.315	0.000	7.63	1.05
8597.123	58.1	0.74	-3.180	0.000	nan	0.01
8597.276	26.0	5.27	-2.645	-7.510	nan	0.73
8597.373	607.0	0.89	-2.366	0.000	7.63	0.11
8598.807	26.0	5.94	-2.704	-7.150	nan	0.15
8598.829	26.0	4.39	-1.194	-7.550	nan	54.86
8598.871	23.0	2.58	-0.527	-7.780	nan	0.00
8605.646	607.0	0.90	-1.393	0.000	7.63	1.01
8605.683	26.0	5.97	-1.613	-7.120	nan	1.70
8605.721	607.0	0.84	-1.864	0.000	7.63	0.39
8606.012	14.0	5.95	-2.025	-7.190	nan	7.50
8606.373	28.0	5.28	-0.566	-7.520	nan	8.50
8607.080	26.0	5.01	-1.424	-7.500	nan	17.10
8607.182	26.0	5.69	-3.104	-7.320	nan	0.10
8608.339	607.0	0.73	-0.588	0.0	7.63	11.8
8610.057	607.0	1.04	-1.117	0.000	7.63	0.00
8610.164	607.0	0.86	-1.490	0.000	7.63	0.00
8610.488	26.0	5.82	-1.230	-7.350	nan	5.40
8610.610	26.0	4.43	-1.755	-7.550	nan	25.40
8611.319	607.0	1.02	-1.320	0.000	7.63	0.90
8611.615	607.0	0.90	-1.146	0.000	7.63	1.77
8611.654	607.0	0.98	-0.855	0.000	7.63	2.83
8611.812	26.0	2.85	-1.706	-7.644	nan	99.93
8611.812	27.0	4.11	-1.277	-7.550	nan	0.97
8613.939	26.0	4.99	-1.056	-7.47	nan	31.4
8614.266	607.0	0.91	-2.388	0.000	7.63	0.10
8615.325	26.0	5.83	-0.986	-7.230	nan	8.90
8615.351	822.0	1.04	-0.079	0.000	6.94	0.00
8615.400	607.0	0.74	-3.321	0.000	7.63	2.70
8616.251	26.0	5.95	-2.726	-7.120	nan	0.14
8616.280	26.0	4.91	-0.811	-7.52	nan	43.6
8617.040	62.1	1.49	-1.260	0.000	nan	0.00
8621.610	26.0	2.95	-2.111	-7.78	nan	72.0
8622.749	607.0	0.86	-0.422	-0.357	7.50	9.60
8622.909	607.0	1.07	-0.683	0.000	7.63	3.40
8623.191	607.0	0.92	-1.296	0.000	7.63	1.20
8646.371	14.0	6.21	-1.620	-7.120	nan	4.80
8646.484	26.0	4.21	-4.307	-7.540	nan	2.70
8647.847	26.0	5.72	-1.624	-7.320	nan	10.00
8648.042	26.0	5.88	-1.326	-7.450	nan	16.00
8648.366	607.0	1.09	-1.102	0.000	7.63	0.21
8648.465	14.0	6.21	0.139	-7.130	nan	104.46
8648.688	607.0	0.91	-1.472	0.000	7.63	0.07
8648.716	20.0	4.55	-2.061	-6.520	nan	0.03
8648.892	607.0	0.87	-2.134	0.000	7.63	7.60
8649.195	607.0	1.18	-0.523	0.0	7.63	5.1
8649.360	607.0	1.02	-1.255	0.000	7.63	1.10
8652.480	26.0	4.15	-2.696	-7.540	nan	7.20
8654.082	26.0	4.97	-2.167	-7.500	nan	4.10
8654.423	26.0	3.30	-3.384	-7.73	nan	8.10
8656.673	26.0	5.02	-1.837	-7.57	nan	7.5
8661.068	27.0	2.72	-1.919	-7.810	nan	4.90
8661.177	14.0	6.21	-1.923	-7.130	nan	5.60
8661.285	26.0	5.95	-1.026	-7.170	nan	6.50
8661.899	26.0	2.22	-1.537	-7.725	nan	32.10
8662.138	20.1	1.69	-0.736	-7.675	nan	38.91
8662.197	20.1	1.69	-2.912	-7.675	nan	3.47
8662.217	20.1	1.69	-3.593	-7.675	nan	2.03
8662.251	20.1	1.69	-2.404	-7.676	nan	19.99
8662.304	20.1	1.69	-6.789	-7.676	nan	1.60
8662.358	20.1	1.69	-5.291	-7.676	nan	32.87
8663.717	26.0	4.99	-1.988	-7.530	nan	5.80
8665.022	1.0	12.09	-1.454	13.000	nan	3.00
8667.366	26.0	2.45	-4.302	-7.82	nan	8.3
8667.380	14.0	5.96	-2.373	-7.190	nan	3.47
8668.440	16.0	8.41	-0.389	-7.08	nan	4.40
8670.200	16.0	7.87	-0.761	-6.992	nan	4.7
8670.627	16.0	7.87	-0.620	-6.992	nan	7.4
8671.300	16.0	7.87	-0.533	-6.992	nan	8.80
8671.860	26.0	5.02	-1.465	-7.5	nan	15.7
8672.019	25.0	4.42	-1.096	-7.660	nan	3.10
8674.756	26.0	2.83	-1.855	-7.647	nan	107.0
8675.293	607.0	1.25	-1.467	0.000	7.63	0.00
8675.372	22.0	1.07	-1.589	-7.681	nan	20.40
8675.779	26.0	3.64	-4.849	-7.820	nan	0.17
8675.791	26.0	4.99	-2.155	-7.490	nan	4.05
8678.931	26.0	2.45	-5.082	-7.810	nan	1.50
8678.979	607.0	1.49	-1.198	0.000	7.63	0.40
8678.960	16.0	7.87	-0.523	-6.992	nan	9.00
8679.640	26.0	4.97	-1.050	-7.520	nan	36.00
8679.640	16.0	7.87	-0.750	-6.992	nan	5.69
8679.710	25.0	5.38	-2.213	-7.260	nan	0.03
8679.954	26.0	3.02	-4.853	-7.790	nan	0.70
8680.059	16.0	8.42	-0.802	-7.080	nan	1.87
8680.080	14.0	5.86	-1.835	-6.870	nan	22.23
8680.282	7.0	10.34	0.515	-7.441	nan	9.60
8680.440	16.0	7.87	-0.167	-6.992	nan	17.40
8680.631	607.0	0.99	-1.047	0.000	7.63	1.81
8680.719	28.0	5.77	-0.656	-7.340	nan	0.00
8680.810	26.0	4.19	-2.770	-7.800	nan	8.50
8682.430	607.0	1.15	-0.533	0.000	7.63	4.00
8686.723	607.0	0.94	-1.283	0.000	7.63	1.19
8686.780	26.0	4.99	-2.018	-7.570	nan	5.45
8686.918	607.0	1.39	-1.060	0.000	7.63	0.70
8687.820	607.0	1.15	-0.742	0.000	7.63	2.50
8688.274	607.0	0.92	-2.037	0.000	7.63	8.00
8688.642	26.0	2.18	-1.212	-7.732	nan	172.10
8688.848	607.0	0.96	-1.455	0.000	7.63	27.25
8688.852	22.0	3.06	-1.977	-7.770	nan	4.25
8689.298	38.1	6.95	0.657	0.000	nan	1.20
8689.700	26.0	3.05	-3.803	-7.770	nan	6.80
8689.817	607.0	0.91	-2.922	0.000	7.63	0.03
8689.859	26.0	5.11	-1.587	-7.690	nan	11.50
8690.055	607.0	1.08	-0.922	0.000	7.63	1.96
8690.083	23.0	3.31	-0.694	-7.520	nan	0.12
8691.303	60.1	1.35	-1.574	0.000	nan	0.12
8691.327	28.0	5.36	-1.322	-7.270	nan	3.20
8698.408	607.0	1.02	-1.582	0.000	7.63	0.50
8698.706	26.0	2.99	-3.351	-7.79	nan	18.1
8699.454	26.0	4.96	-0.380	-7.510	nan	60.40
8700.327	26.0	4.96	-2.321	-7.530	nan	3.00
8700.939	607.0	0.92	-2.464	0.000	7.63	0.08
8700.949	25.0	4.43	-0.688	-6.660	nan	9.47
8701.155	607.0	0.99	-0.769	0.000	7.63	3.40
8709.269	607.0	1.18	-1.081	0.000	7.63	3.50
8709.560	607.0	0.99	-1.447	0.000	7.63	1.58
8709.562	20.0	4.53	-2.356	-6.590	nan	0.52
8710.164	25.0	4.27	-1.983	-7.770	nan	0.35
8710.175	12.0	5.93	-1.715	0.0	nan	23.25
8710.392	26.0	4.91	-0.368	-7.510	nan	73.70
8711.670	7.0	10.33	-0.233	-7.443	nan	0.00
8712.449	607.0	0.94	-2.009	0.000	7.63	0.20
8712.690	12.0	5.93	-1.213	0.000	nan	49.40
8712.827	60.1	1.14	-1.930	0.000	nan	8.00
8712.885	26.0	5.68	-1.294	-7.290	nan	10.00
8713.184	27.0	1.71	-5.095	-7.810	nan	0.00
8713.208	26.0	2.95	-2.650	-7.780	nan	34.92
8713.208	26.0	4.99	-1.356	-7.500	nan	20.23
8713.858	607.0	1.11	-1.218	0.000	7.63	4.10
8717.511	26.0	5.33	-2.128	-7.510	nan	2.10
8717.825	12.0	5.93	-0.955	0.0	nan	76.95
8717.856	62.1	1.59	-1.321	0.000	nan	0.09
8718.073	607.0	1.20	-0.516	0.000	7.63	5.00
8718.815	607.0	1.05	-1.124	0.000	7.63	1.80
8734.710	22.0	1.05	-2.374	-7.683	nan	4.30
8736.031	12.0	5.95	-0.318	0.000	nan	164.50
8736.555	607.0	0.96	-1.880	0.000	7.63	0.40
8737.304	22.0	3.72	0.172	-7.540	nan	3.60
8745.423	607.0	1.04	-0.854	0.0	7.63	3.4
8747.435	26.0	3.02	-3.297	-7.78	nan	19.0
8755.750	26.0	5.35	-1.567	-7.510	nan	6.90
8757.029	607.0	1.10	-0.615	0.000	7.63	3.76
8757.116	607.0	1.26	-2.490	0.000	7.63	0.04
8757.195	26.0	2.85	-1.713	-7.647	nan	93.83
8757.307	26.0	6.02	-0.892	-7.190	nan	7.60
8763.976	26.0	4.65	-0.146	-7.540	nan	101.40
8764.940	14.0	6.22	-2.418	-7.050	nan	0.00
8784.313	22.0	3.92	-0.511	-7.600	nan	0.50
8784.440	26.0	4.96	-1.102	-7.53	nan	28.9
8784.824	607.0	1.63	-0.357	0.0	7.63	2.7
8785.115	607.0	1.03	-0.929	0.0	7.63	3.7
8790.050	607.0	1.29	-1.060	0.000	7.63	0.00
8790.389	14.0	6.19	-0.326	-7.130	nan	18.70
8790.521	26.0	4.99	-0.586	-7.500	nan	23.00
8792.882	607.0	1.14	-2.378	0.000	7.63	0.06
8792.965	14.0	6.19	-1.480	-7.130	nan	14.90
8793.120	11.0	3.62	-0.547	0.000	nan	8.70
8793.352	26.0	4.61	-0.002	-7.54	nan	110.8
8795.871	607.0	1.29	-0.863	0.000	7.63	1.40
8796.321	607.0	1.38	-1.008	0.000	7.63	0.82
8796.353	24.0	4.45	-2.551	-7.770	nan	0.05
8796.484	26.0	4.96	-1.229	-7.530	nan	20.30
8796.648	607.0	1.09	-1.142	0.000	7.63	1.18
8796.665	607.0	1.55	-0.959	0.000	7.63	0.62
8798.064	58.1	0.27	-2.605	0.000	nan	0.13
8798.072	26.0	4.99	-1.820	-7.520	nan	8.38
8803.796	607.0	1.23	-0.431	0.000	7.63	5.70
8803.928	28.0	5.53	-0.631	-7.490	nan	4.60
8804.615	607.0	1.15	-1.535	0.000	7.63	0.56
8804.631	26.0	2.28	-3.060	-7.666	nan	58.75
8805.169	607.0	1.67	-0.526	0.0	7.63	1.7
8805.225	26.0	4.91	-2.181	-7.55	nan	4.4
8805.430	26.0	5.35	-2.491	-7.510	nan	0.90
8805.625	607.0	1.08	-2.364	0.000	7.63	0.10
8806.724	607.0	1.16	-0.004	0.000	7.63	16.20
8806.767	12.0	4.35	-0.134	-7.413	nan	356.00
8807.623	26.0	5.97	-1.109	-7.120	nan	5.33
8807.646	607.0	1.05	-3.143	0.000	7.63	0.02
8808.170	26.0	5.01	-0.987	-7.49	nan	35.3
8809.226	26.0	5.01	-2.599	-7.53	nan	1.4
8809.247	26.0	6.27	-0.839	-7.54	nan	5.0
8809.415	28.0	3.90	-1.345	-7.560	nan	24.20
8809.812	26.1	6.72	-1.992	-7.891	nan	5.70
8816.183	607.0	1.25	-1.177	0.000	7.63	0.00
8816.885	26.0	4.99	-1.639	-7.520	nan	12.10
8817.016	22.0	0.90	-3.888	-7.770	nan	0.20
8818.689	607.0	1.33	-0.580	0.000	7.63	3.20
8823.835	21.0	3.19	0.542	-7.720	nan	1.30
8824.230	26.0	2.20	-1.540	-7.730	nan	160.00
8824.398	26.0	5.83	-0.835	-7.310	nan	12.30
8836.959	607.0	1.20	-1.580	0.000	7.63	0.34
8836.992	12.0	6.12	-2.765	0.000	nan	1.66
8838.435	26.0	2.86	-1.840	-7.647	nan	98.5
8846.740	26.0	5.01	-0.681	-7.50	nan	46.7
8862.056	26.0	5.36	-1.003	-7.51	nan	18.5
8862.550	28.0	4.09	-0.396	-7.560	nan	55.00
8863.587	26.0	4.97	-1.504	-7.540	nan	16.30
8866.613	607.0	1.18	-0.527	0.000	7.63	12.00
8866.731	26.0	5.33	-1.540	-7.510	nan	7.70
8866.941	26.0	4.55	0.067	-7.54	nan	132.0
8867.382	62.1	1.38	-0.204	0.000	nan	1.90
8868.435	26.0	3.02	-2.549	-7.79	nan	52.03
8868.497	26.0	5.31	-3.175	-7.520	nan	0.21
8874.480	16.0	8.42	-0.001	-6.667	nan	10.00
8875.988	26.0	4.58	-3.952	-7.770	nan	0.17
8876.024	26.0	5.02	-0.999	-7.49	nan	33.5
8876.051	58.1	0.53	-2.165	0.0	nan	0.2
8876.339	20.0	4.62	-0.788	-6.580	nan	0.00
8876.362	607.0	1.33	-1.154	0.000	7.63	3.30
8877.028	28.0	5.49	-0.542	-7.530	nan	6.10
8891.410	26.0	5.33	-1.332	-7.51	nan	11.3
8892.135	26.0	5.03	-2.163	-7.47	nan	3.6
8892.702	607.0	1.69	-1.233	0.000	7.63	0.24
8892.725	14.0	5.98	-0.738	-6.8	nan	69.56
8918.650	607.0	1.39	-0.190	0.000	7.63	7.0
8920.025	26.0	5.06	-0.305	-7.53	nan	68.7
8942.893	26.0	4.96	-1.666	-7.540	nan	12.30
8943.065	26.0	2.83	-3.457	-7.790	nan	21.20
8945.161	26.0	5.36	-3.085	-7.510	nan	0.23
8945.189	26.0	5.03	-0.223	-7.530	nan	76.47
8945.208	22.0	3.87	0.320	-7.550	nan	0.00
8945.230	26.0	6.33	-0.839	-7.160	nan	0.00
8945.738	607.0	1.23	-1.237	0.000	7.63	0.70
8946.260	26.0	2.85	-2.986	-7.790	nan	41.70
8947.182	24.0	3.10	-0.708	-7.800	nan	36.50
